time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.667133444585194,0.559512089868088,0.890808391493069,0.870997878399541,0.811352207081374,0.908943159313089,1,1,1,1035.20471073361,977.591963815673,1087.13224516498,5,5,5,0.491560834674479,1e-08,1.48986036130804
