time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,1.98301904016602,1.36343229491658,3.11584486267727,0.591434678365379,0.497186225121451,0.674714990778772,2.82013833544571,1.89526442029687,4.61395737502042,1033.88810390449,967.802166562491,1084.37989368169,5,5,5,1.58741288252886,0.294617188377232,3.2164186006314
