"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.382193769351841,0.362653291948814,0.404994355860733,1,1,1,1,1,1,894.273034268447,800.591212059923,996.31714093001,5,5,5
