"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.541672372022504,0.443350674120298,0.66407272452093,1,1,1,0.456647392627152,0.313292495466597,0.652276802879215,1070.80014984829,955.727337496158,1167.54879051451,5,5,5
