time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.468227930155784,0.438226523321731,0.510817441931987,1,1,1,0.479308518645955,0.390688273940416,0.575328124703835,7243.26007850793,6724.12639312143,7748.18823321739,1,1,1,11.076689549031,5.7791523046234,16.2528816596472
