time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.654852367035739,0.598592277377758,0.691213094905517,0.887767043624865,0.878976421639232,0.9106586356624,1,1,1,7246.97620933142,7041.86551851986,7504.6987583663,1,1,1,12.3686926551669,6.76975150306634,14.8210606088358
