time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,1.35921328402144,0.866610530040124,2.22388370095201,0.661843023077919,0.55087156649306,0.768622272484297,2.46062104957937,1.39517781570184,4.43387663199584,891.192309116051,823.900726122587,959.851209528138,5,5,5,1.37530578626629,0.142035660005969,2.94715251412919
