"forecast_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,0,0,0,0,0,0,0,0,0,0,0,0.981186160017545,2.58528086041992,4.36149440500627,6.02583684929782,7.80998795821641,9.63442635484351,11.7072182735264,14.0035033493364,17.1474305184738,21.4373654881692,25.3860314147848,29.095214717048
