"time_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,4,4,5,5,6,8,9,11
3,0,0,1,1,2,2,2,3,3,3,4,4,5,5,5,6,6,7,8,8,10,12,14
4,1,1,2,3,3,4,4,5,5,6,6,7,7,7,8,8,9,10,11,12,14,15,18
5,2,3,4,5,6,7,7,8,8,9,9,10,11,11,12,12,13,14,15,16,19,21,24
6,4,6,7,8,10,10,11,12,13,13,14,15,15,16,17,18,18,20,21,22,25,27,31
7,8,10,11,13,14,16,17,18,18,19,20,21,22,23,23,24,25,27,28,30,33,36,40
8,13,15,17,20,21,23,24,25,26,27,28,29,30,30.4000000000001,32,33,34,35,37,39,43,46,51
9,19,22,24,27,29,31,32,33,34,35,37,38,39,40,41,43,44,46,48,50,54,58,64
10,27,30,32,35,38,40,41,43,44,45,46,48,49,50,52,53,55,57,59,61,66,71,77
11,34,37.975,41,45,47,49,51,52,54,55,56,58,59,61,62,64,66,68,70,73,77,82,87
12,40,45,48,52,55,57,59,61,62,64,65,67,68,70,71,73,75,77,79,82,88,92,98
13,46,50,54,58,61,64,66,67,69,70.5999999999999,72,74,75,77,78,80,82,85,87,91,96,101,107
14,50,54,58,62,65,67,69,71,73,74,76,77,79,81,82,84,86,88,91,95,100,105,112
15,49,53.975,57,62,65,68,70,72,73,75,77,78,80,81,83,85,87,89,92,95,101,106,113
16,48,52,56,60,63,65,67,69,71,72,74,75,77,79,80,82,84,86,88,92,98,103,108
17,44,48,51,55,58,60,62,64,66,67,69,70,72,73,75,77,79,81,83,87,92,98,103
18,38,42,45,50,52,54,56,57,59,60,62,63,65,66,68,69,71,73,75.1499999999996,79,83,87,94
19,32,35,38,42,45,47,48,50,51,53,54,55,57,58,59,61,63,65,67,70,74,79,85
20,26,29,32,36,38,39,41,42,44,45,46,47,49,50,51,53,54,56,58,61,65,68,73
21,21,24,26,29,31,33,34,35,36,37,39,40,41,42,43,45,46,48,50,53,56,59,64
22,16,18,20,23,25,27,28,29,30,31,32,33,34,35,36,37,38,40,42,44,48,51,55
23,12,14,16,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,40,44,48
24,8,10,12,14,15,16,17,18,19,20,21,22,22,23,24,25,26,28,29,31,34,37,41
25,6,7,9,10,12,13,14,14,15,16,16,17,18,19,20,20,21,22,24,26,28,31,34
26,3,5,6,7,9,9,10,11,12,12,13,14,14,15,16,16,17,18,19,21,24,26,29
27,2,3,4,5,6,7,8,8,9,10,10,11,11,12,13,13,14,15,16,17,20,22,25
28,1,2,3,4,5,5,6,6,7,7,8,8,9,9,10,11,11,12,13,14,17,18,21
29,0,1,2,2,3,4,4,5,5,6,6,6,7,7,8,8,9,10,11,12,14,16,18
