"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.504885482905395,0.438677331227528,0.603469265087554,1,1,1,0.494239543259002,0.366768739492532,0.652288891239086,1062.61995474015,963.035328798131,1145.22063373379,5,5,5
