"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.367459445697156,0.346785361287171,0.385205795864911,1,1,1,1,1,1,982.22543359251,871.169893480991,1113.52523499258,5,5,5
