"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.70534028075237,0.5649427049493,0.879015873513129,0.858185429199166,0.808875201606376,0.906000669566802,1,1,1,1056.50440958636,967.531977162077,1155.70040380905,5,5,5
