time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,1.29064278558541,1.15997030257858,1.43651607722648,1,1,1,0.104770436767162,0.096100417247882,0.113412728983215,1,1,1,1,1,1,41.5624044591344,22.7845013427824,59.5796651263827
