"time_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,6.49641343634521,13.7718662362197,21.2523112393676,28.9936804112288,37.4696922178743,46.8332615911728,57.6844235782075,72.8079496580629,92.5211849277718,110.723449206655,130.71872051562
3,0,0,0,0,0,0,0,0,0,0,0,1.06657577201641,7.63608020020088,14.7343669615659,21.7993621831216,29.0591011426407,37.5906523784451,47.4358679870562,58.7982248848991,72.2849558013552,93.3122202345278,111.893917871967,131.456871380243
4,0,0,0,0,0,0,0,0,0,0,0,1.75419050914017,8.82683645655152,16.4750982237594,23.1181352220024,30.911964340252,39.6878927417509,49.3249481518052,59.9225017394528,72.8680335947811,93.6690134395998,111.845670595365,132.095373509852
5,0,0,0,0,0,0,0,0,0,0,0,1.41326383231069,8.14704640934093,15.0243548060301,22.7627981429688,30.9404674726218,39.9322099993787,49.3432008053335,60.7110504447295,75.0329072787962,95.3485214417273,112.145254276062,134.201181131224
6,0,0,0,0,0,0,0,0,0,0,0,1.05793619737287,8.51772930228808,16.6382339057971,24.0702172797257,31.6676988847175,40.2794135162471,49.6757574059793,60.2104845850528,74.2928033675019,96.4691793237787,115.308221398722,136.259053349018
7,0,0,0,0,0,0,0,0,0,0,0,3.48415013123801,10.4215218130392,17.208834675346,24.3945552360785,32.3698396273916,41.0936340653778,50.4203783631363,60.6650821326339,74.0013136353125,94.0600245892699,111.05835032729,135.061789807137
8,0,0,0,0,0,0,0,0,0,0,0,4.48350281800468,11.9332632361151,18.5384153286159,25.9473978694582,33.7102031284509,41.9329608318234,52.2012753477582,64.606235248537,79.3479875850034,101.963144992095,119.735889718239,137.718362457451
9,0,0,0,0,0,0,0,0,0,0,0.0457492968321275,7.42989828881216,14.372947389051,21.8192902606451,29.4442014123982,37.4276760957601,46.2847515847227,55.383644862058,66.7335622241884,80.7374285412557,99.8976030394094,119.819613938969,140.111598046472
10,0,0,0,0,0,0,0,0,0,0,2.97037091004797,10.0530264165589,17.121397410424,24.6381584180002,31.7338688198028,40.1481715313586,49.2428210640171,58.6323893634696,69.0356129136972,83.0950189427772,100.165362342798,117.785661166031,136.599227637101
11,0,0,0,0,0,0,0,0,0,1.87720041549766,8.9294945727017,15.9089606850519,22.9923006906846,30.1262159310113,38.3329067040415,45.5430222992474,52.980122358561,62.4750037606099,73.1013753007973,86.5563037783705,106.619440381348,125.789989398467,144.1561086252
12,0,0,0,0,0,0,0,0,1.41763623887242,8.5171588838984,16.3380999990098,23.0675447259594,29.7239380279609,37.1421273511138,44.1022451765324,51.7845150996934,60.3579454108139,70.2259186426797,81.61484366686,94.5321880513138,114.720476269925,133.607819621641,158.21135857313
13,0,0,0,0,0,0,0,3.0397129006884,10.6615082992503,18.8365631098026,26.8460314428382,34.5127223892933,41.9153159825009,48.5811286425123,56.0045453510471,63.4811832554323,72.6763484039974,82.397117279299,93.4337448047789,107.277889839923,125.704430784865,141.115940496372,160.791418200661
14,0,0,0,0,0,1.9856511427129,11.864646713577,20.408801197971,27.7059178606052,34.8218818644935,41.9691923839135,49.2045309853198,56.2428123839164,63.4617828218449,70.5312448405372,78.2769332343697,87.2715822040376,96.2346422220702,107.376668780812,120.50176046356,139.526373346843,155.450920375711,176.770270800291
15,0,0,0,0,12.4691159569968,23.6904959894202,33.5207992367259,42.3514623667833,50.0939611608331,57.3519620189515,64.9988275715499,71.5210353692115,78.7374524252801,86.133010976041,93.9075462582539,101.926689163932,109.888192701631,119.687801985858,131.20990450793,143.719897080088,163.523090948933,181.449250898245,206.364484120874
16,0,0,8.92105478753673,29.1280631577981,42.9927874779532,56.2487634018489,65.5083020569695,74.0379451517379,82.5945157443216,90.2781948286553,97.447450390754,104.308006431485,111.091926939625,118.792192587582,126.202613593992,134.542346634418,142.880940056192,151.71521912052,162.757155670275,177.21018472315,196.831528947916,216.524510842484,239.429344109628
17,17.5681014460352,37.451042784818,52.700521187569,73.8859612437158,87.9149123175521,98.9125187183671,108.412808846406,117.136638716761,124.687663785141,131.185772968218,137.953753898095,144.885480814211,152.147944859148,159.873849151506,167.611148761273,175.487432518332,184.286577649011,193.306328900495,204.643371791496,217.9719912242,238.471142934146,255.892611275318,282.311975092211
18,65.2777499720331,89.3729369449934,107.42083265174,127.169638658388,142.539294161016,154.065464564633,163.326520413071,171.920815641515,179.762949964961,188.092408628554,194.981998563976,202.928524318764,210.548080224792,219.297990662689,226.576593623425,234.70719452815,242.836353920878,252.8814106059,264.474526498393,280.170002039887,301.9873770627,318.630427367503,344.142298899658
19,138.095914345951,160.393795248345,178.074719845384,198.217718742587,212.141263602164,223.700115599421,233.610675565213,242.054978484042,249.937884206671,258.355527355427,265.585353333272,273.554666275237,281.660061407542,289.254856272147,296.942549516252,305.449036982787,314.31038358756,324.155086315079,336.416178210597,351.640967812852,372.686107860899,389.497521926636,410.040624513247
20,218.096102812187,237.944564256495,257.345206321818,280.870908493298,294.102899240225,305.071486595246,314.919664007992,324.424654721101,332.76910003758,341.416802134087,348.733667891673,357.202586983272,365.33259953179,373.032321526897,380.778412531959,388.913086573769,397.108320976055,407.142621991134,418.41655085222,433.322637845644,456.926714244589,477.103236560169,496.188792050988
21,303.924599959884,324.520348022118,346.269331510967,368.572850826496,383.837621282146,395.763722059049,406.386484794155,415.037054155669,424.378058224762,431.564931653864,439.293971893623,447.257687357593,454.601251682766,461.993862829089,470.370498164583,478.985854155071,487.778163664709,497.959581353136,511.173209367904,526.632258094759,553.669987064134,572.906539671523,598.301604219601
22,382.923539834256,404.953990793379,424.08135052594,445.85154343012,461.431833887668,474.643376917676,485.363160833141,494.654422747617,503.703900139977,512.629649296586,520.333513437881,528.094653618245,536.234686607645,544.395591254014,553.774452928655,563.941451270836,573.968985596289,583.831385137315,596.655743448437,612.119050165756,636.465961642819,656.51500395009,680.286203953904
23,434.369721520335,460.208080041395,479.174866985242,502.451382341095,517.45649470705,530.295446173135,541.295887118407,550.625427182572,559.293093112638,568.390248973597,576.091307175075,584.155803728663,591.702598107714,599.598697154135,608.397554427174,617.168310364012,627.4255372883,638.413677660872,650.820231971322,666.100764151025,689.687736604757,707.715690100535,729.729950097169
24,461.788329821441,479.699146614002,499.132775694088,520.426864371536,534.92740520904,547.005557031772,557.771371342418,566.941745544244,575.119606263785,583.44764658365,591.263262176506,599.828656122791,608.170512907021,616.835976229385,625.124797939892,634.020589568403,643.905302382631,654.341862266459,666.212041335963,682.537994891987,706.78436335262,728.84325921151,747.809804378264
25,433.93906663666,453.902931790832,472.826392385295,496.427135425627,510.907209973361,523.401822736847,533.015694803793,542.182087765982,550.132885766651,558.768725918087,566.194958435573,573.557394234986,581.125620095064,588.848409810672,597.099898823504,605.297313578862,614.699517874312,624.834424717739,637.752622393344,653.3372692286,675.277289189975,692.986052237663,714.062633455205
26,364.739450944593,385.855017792688,405.417577936572,428.809082536524,445.4507915575,458.144990706327,469.215296065456,478.733158309986,486.854582200283,494.960085307218,502.875058661743,510.147404633171,518.261583887875,526.355912271429,534.673257330003,543.398332628318,552.788466963451,562.602115332244,574.159870057719,590.533404791774,611.884683099304,632.636953852449,653.516336033597
27,278.097874708433,303.684492392444,321.503939982203,345.560093498729,361.300884957334,373.576416317533,382.966349146969,392.750103703884,400.909355314838,409.316400740423,417.062512105535,425.081367237645,433.295545688426,441.463796004989,450.171583806683,457.88024027943,466.843050145232,477.1313815076,489.883985903796,505.159739981915,525.935478354308,546.794115814667,573.503163671104
28,188.623144962498,213.365903318866,233.776897864048,257.34087705433,272.743113541841,285.692896567379,295.735731770735,304.929882646836,313.587479956933,321.042505148559,329.039833466563,337.256705568853,345.186604025273,352.793872493925,360.483751648433,369.033336063309,378.330017981795,388.40801900414,400.088157599107,415.18444562984,436.642111645784,454.10238543884,473.356406393701
29,118.240134892862,138.271902476482,156.710900834905,178.094036681397,192.769193191222,203.846763858531,214.714815778554,223.426925266523,231.781795408257,240.315608630765,247.948167497446,256.225418375446,263.524015201654,270.664487299414,277.641508095362,285.731879313364,294.175995139497,304.073731474631,316.283758664393,331.631708400801,353.979863093189,370.378138678234,389.874527758209
30,53.2244748362547,74.8714882409215,90.3442987512332,111.743634989265,125.409912062938,136.158699046678,146.607868945446,155.905514871151,164.278339155517,171.610911344692,179.4713161393,186.805391337193,194.163200702713,201.522282057426,208.784809415813,216.806800864113,225.694186862231,235.564130097028,246.636594393288,259.587208773006,280.319894065745,295.773176193012,319.043783909035
31,0,21.2735098663721,39.3009018932125,60.0660792943945,74.1086908392802,85.0391222719293,94.8279644072495,103.193657882815,111.10476483228,118.949336827648,126.965108948772,133.94400894054,141.697849536849,149.291987021844,157.821362955478,166.242571691447,174.201255910592,184.067058948435,195.884717557863,208.954860649754,229.18376937484,246.081182239413,269.585852130084
32,0,0,0,19.6058796578733,33.3918736307918,44.4529448254689,53.4197835645966,62.4993692560747,71.5159243149696,78.7718673143596,86.1190278554789,93.7366151109996,100.90815252345,107.765155324745,115.192659947725,124.203441748544,132.831536252516,141.975402346646,154.168452115096,166.930789658011,188.532876177732,204.378402749135,223.081487417978
33,0,0,0,0,7.53599988182003,18.1538865645041,28.1336310080479,36.1139422089422,43.6470991102719,50.7017447107085,57.6903574781398,64.5601405076387,72.0084744931767,78.6185329211052,86.0141414881822,93.1895565038082,102.849908940506,112.75961505593,123.943956163958,137.620305642345,160.858132144671,178.101802469693,199.45480193351
34,0,0,0,0,0,0,7.29555301296536,15.4325359767675,23.6800991499767,31.1819642231644,38.3829165464691,45.7944860096741,53.2451303761224,60.0745909354212,67.9956043352334,75.9040836851884,84.2985799478726,92.7471548689431,104.52416073389,118.38877353458,138.182021128068,159.011447411013,178.857792645313
35,0,0,0,0,0,0,0,0.677722565584999,8.73284900134225,16.1486080718023,23.7836902108221,30.5082267500778,37.5785894104811,44.8327559027133,52.6873243611098,60.9908173171335,69.3808870367057,78.8483112141812,88.894220298393,103.629860546574,124.079041693644,139.973959615295,160.395780403505
36,0,0,0,0,0,0,0,0,0,6.81871887008457,14.0322734572747,20.5441383831349,28.0273922705248,35.8822046614233,43.03319247957,50.8045993411223,59.0945301512528,68.5418576861151,79.3361101206727,93.5610116291292,114.606096399444,131.217119252581,152.507930172295
37,0,0,0,0,0,0,0,0,0,0.122748796353333,6.85174322644376,14.15463317325,20.7074982769191,28.0131769045402,35.1401925459461,42.7429008631772,50.7525488950733,60.8985134486757,72.0366081581574,85.01041893746,106.50188333587,122.593897308869,141.050016212211
38,0,0,0,0,0,0,0,0,0,0,2.35993291543089,8.74420460050272,15.6982475663126,23.443497369418,31.3752677280029,39.4997490333868,47.8207553853327,57.7459001269963,68.8045533192678,82.9603264210134,103.446536489559,122.280658427272,142.911136263375
