"time_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0.914508353318649,6.51320498931125,12.690900064891,19.1078605120644,26.2938826456207,33.1294898950567,41.0484418874345,50.6425643221773,62.805336338272,79.7556442827028,95.1496770553335,112.38351890297
3,0,0,0,0,0,0,0,0,0,0,0,0.978295655972862,7.30113739227092,12.9706188156598,19.3444413541672,26.3199985723124,32.9290524990386,40.8674830115139,50.2522108392815,62.4643460468176,79.1944624879714,93.0950933504219,110.354043765316
4,0,0,0,0,0,0,0,0,0,0,0,1.00767014521222,7.1886628650151,12.9205939694458,19.6784996105426,26.0276920945138,33.8548022023592,42.119271467631,51.5934833070716,63.459313366586,80.3805817862009,96.017976087298,110.336142026997
5,0,0,0,0,0,0,0,0,0,0,0,1.05294387883514,6.74588487817416,13.2385510748169,19.7723371270429,26.6054910763499,34.3073632150255,42.2483497435709,51.827389672258,64.3411795444488,81.4085056354816,97.9184226313396,116.424692158866
6,0,0,0,0,0,0,0,0,0,0,0,1.45021994994187,7.97443948631237,14.6654756312523,20.258680279356,26.4403251461619,33.6893947723431,41.3355571815567,50.9912709784775,63.5694785790505,81.7896283748558,98.2669551715825,117.044019173788
7,0,0,0,0,0,0,0,0,0,0,0,4.28571101616095,10.887736604992,16.9207361958702,23.1836395789917,29.9106435737412,37.4354147010197,44.5275127823784,53.9805649469206,66.5087825573429,85.9925376702414,100.846769910366,117.920298761055
8,0,0,0,0,0,0,0,0,0,0,0.730564219518297,6.57535325545833,12.9793006399887,19.0750512199664,25.6624150815401,32.0743375967603,39.0310865946391,47.2917411109313,57.1617883528977,69.5538302890411,87.1871315781888,100.933993457953,117.023498582578
9,0,0,0,0,0,0,0,0,0,0,3.39712721346479,9.74966709269987,15.5354064299996,22.0073467281461,27.8612611722912,34.2672803828191,42.0227202836661,50.6112826695199,60.3797860092979,72.1803958355089,90.8220829255822,107.319583558386,125.365153585625
10,0,0,0,0,0,0,0,0,0,3.3848703051155,9.43006341450867,15.1901159338617,20.975095328222,27.2083511680283,33.7990858384451,40.0810953363713,47.52237769363,54.8817654821182,64.3177904055487,76.3957795995752,93.1461331461709,107.74503380013,124.111472542423
11,0,0,0,0,0,0,0,0,3.54094244297197,9.85678051251752,16.3898365004559,22.5737147751979,28.6022600558597,34.9962438960796,41.3668783462209,48.4091631889928,55.7327555800132,63.7123985089965,72.5939843939108,84.5381486264534,101.03336500923,115.48997794383,133.385394279792
12,0,0,0,0,0,0,0,5.80391533472762,13.2067358800626,19.7198654047457,25.4408283853453,31.2855698007952,37.0467748458331,43.3478788904649,50.0570998050916,56.596829649099,63.4129454471462,71.5257494602121,81.1544803429894,94.423054015938,111.987315949689,126.1775375805,140.292754912997
13,0,0,0,0,0,7.92555875963234,15.4798523552888,22.4930142554927,28.6045818429387,35.4177713073241,41.7723289343348,48.022639499412,54.7842506255029,60.8573481284479,67.3695113490356,74.3396842217793,81.7107711828009,89.4343379691325,99.2417496212985,110.328951062072,129.464847169193,145.638704010859,160.37837893843
14,0,0,0,5.95360266830515,17.4267738692298,26.9514914102303,35.9133171064707,42.8056968132981,50.5156562488966,57.5083196274105,64.1382328714774,70.1206383401258,76.2347839686018,81.9913092973116,88.1257728279169,94.7598192986223,102.456236857065,110.645175734773,120.709878687081,133.007032429094,150.920607409932,167.907723664721,183.397864244373
15,0,2.53309140827485,16.8724575645732,35.4459318845356,47.8475054647946,57.5919307163658,65.9474419559887,72.9407809802703,80.1718669778908,86.3362001742544,92.4056957487549,99.0080683894292,104.884298131271,110.937381148087,117.22725525797,124.318687387974,131.906404774371,139.79454924456,149.202369846686,161.078866765922,177.451579545398,194.457506720164,211.909196592716
16,24.1557524336482,39.4186967442575,57.9597633800621,75.7989244681906,87.7936639605685,97.5127470466288,105.614779810505,112.74269218278,120.005860208539,126.98130799512,133.173466646972,138.769838615545,145.58699693138,151.716091218305,158.06689433651,164.459388690842,171.833700337897,179.591827040881,188.672485978662,200.341116179137,219.517319561369,233.594969175319,250.517004378785
17,62.741496318535,83.2944941222799,101.897997164321,121.967122844511,134.13868862353,143.64010077803,152.544332451556,160.55867989226,167.51618262144,174.373519100103,180.142008698167,186.520010349751,192.800563936978,199.486962688547,206.405057642277,214.338302996651,221.868634162772,230.469573002546,240.406393550559,253.830955795143,272.042158120754,288.429816239112,304.808357233356
18,129.557028437773,147.985479448413,160.943979339267,182.115110288174,194.775230544108,205.020592203452,213.401287163082,221.263044310195,228.457792584766,235.141163375298,241.752271329041,248.420771319069,255.111411341896,261.576825104898,268.298959671842,276.010403249411,283.563085624831,291.891758119122,302.583122144601,314.45609195551,332.899640777676,348.663721483561,364.949859022932
19,192.124482147682,213.144924051398,231.933475072848,250.644918229127,262.244833261914,272.957814350172,281.966630818748,289.949585075364,297.599448762907,304.973047571103,311.740124303974,318.282307655437,325.418663044995,331.494172636642,338.379627452914,345.101541588858,352.905921242295,360.668598665117,370.340837234404,382.85522129433,403.068284930791,418.893559718996,439.352687269021
