"forecast_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,0,0,0,0,0,0,0,0,0,0,0,2.99661487747044,9.94386590647484,16.7229341935267,23.3507733156724,30.8224634054475,38.4482074381822,47.263934768834,58.0582872548229,72.6872377266677,92.2837440575273,108.341920564841,133.015008964937
2,0,0,0,0,0,0,0,0,0,0,0,3.79451493741921,9.95895447851382,16.7094968073481,24.4965139123655,32.9235507800348,41.657136656959,51.5364360697877,62.2970157368275,75.5442712105931,95.6664491601547,111.181957865066,130.972907863923
