"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.422931883046659,0.399943717145729,0.4484300024971,1,1,1,0.689167995143483,0.558813539274767,0.846903267259051,6889.62518974631,6384.4504995994,7424.29946179904,1,1,1
