"forecast_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,0,0,0,0,0,0,0,0,0,0,2.51070864262,9.04982782457189,15.884078133213,22.8510249795058,29.3442170639687,36.7480344266035,44.9086714678894,52.9991687922742,62.4546222144924,75.4716012120953,95.3196907153135,112.100735377803,128.994314664253
2,0,0,0,0,0,0,0,0,0,0,0.325116843846884,7.12832317592183,13.2460081123893,20.3990336394243,26.9194369786125,34.5569882864607,42.2625298775985,51.4688236437425,61.4929683395655,73.684200814698,91.0027410386941,106.342203214125,125.670007328037
