time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.786918947477672,0.661116378412701,1.04637201416354,0.840599460278232,0.784936379252964,0.880527667045309,1.29592415330501,0.938399788511784,1.85443372911767,7255.77628707218,7238.49156450245,7262.35842195169,1,1,1,12.6921153013855,5.92523072207605,18.2969600812016
