"forecast_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,0,0,0,0,0,0,0,0,0,0,0,1.88994928552911,9.18180056586987,17.0964695035945,24.577218435488,31.4533623524907,39.8683684593146,49.9699016305767,61.8624911864709,75.6288003016072,96.6573447882558,113.451586085843,138.047720160854
