time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,5.88200472116838,3.94140654939056,8.34835707760156,1,1,1,0.131585951298723,0.11428066489997,0.14661999234501,1,1,1,5,5,5,3.94225377960311,1.63625171370466,7.24168476475467
