"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.676679368182578,0.584269397696895,0.911523755900355,0.880098281945183,0.825491359979015,0.909721504297753,1,1,1,7334.58500144825,6752.05168227697,8162.55919578613,1,1,1
