"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.208519198633325,0.198533563048229,0.218365138231187,1,1,1,1,1,1,540738678.342595,53724535.0042141,980030470.682684,1,1,1
