0	1
1	0
2	2
3	2
4	0
5	0
6	2
7	7
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	8
22	16
23	17
24	15
25	37
26	12
27	19
28	19
29	8
30	6
31	13
32	25
33	11
34	8
35	15
36	11
37	9
38	6
39	10
40	12
41	14
42	21
43	24
44	14
45	8
46	16
47	15
48	8
49	11
50	2
51	2
52	5
53	3
54	6
55	2
56	2
57	3
58	0
59	0
60	0
61	1
62	1
