time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.546045473727255,0.482164909773497,0.646349052376855,1,1,1,0.429764018737794,0.325634248381848,0.531026923773665,1033.80968679277,977.76541165105,1092.86226455465,5,5,5,0.555539536983791,1e-08,1.41002394798281
