"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.772658639312235,0.616986687237011,1.05903143367767,0.83922957178379,0.7773797243851,0.890651514706187,1,1,1,1072.92737146589,978.566761029675,1164.09069341784,5,5,5
