"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.54946370651757,0.457445106995736,0.669106341976746,1,1,1,0.429206916082042,0.310024351013646,0.603585650575598,1066.04746262482,970.605076591258,1155.75752236354,5,5,5
