"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.379971832341533,0.359082351183305,0.400503848875861,1,1,1,1,1,1,898.433517378068,797.958760627925,994.053756872378,5,5,5
