"forecast_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,0,0,0,0,0,0,0,0,0,0,2.49964445055953,9.45754046966591,15.6093519854087,21.7914301102415,28.747933025455,35.8985659307879,43.5274044031255,52.2289360883749,61.6175849218062,73.9788970302483,93.1108628341306,109.147802191452,128.054172066313
2,0,0,0,0,0,0,0,0,0,0,0,6.76241434896201,13.4676326819163,19.9530015584123,27.0077376516629,34.4005737031243,41.9115718984154,50.5537859137112,61.6552117174719,72.8625546538683,91.6275674014586,106.107229481583,124.755640999731
3,0,0,0,0,0,0,0,0,0,0,0,4.04700697079716,10.3315510071768,17.1057579622969,24.0489617385161,31.2807931619696,38.8524298663072,47.0970786295975,57.1579922191864,70.531227449911,88.8926152573738,104.515522135968,124.259386324356
