"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.487430735610319,0.443358884837256,0.57540897960861,0.955974398900504,0.916464015740538,0.973809160135614,1,1,1,6655.17757630884,6340.91169300799,7350.54708360377,1,1,1
