"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.389771224905576,0.384599873726535,0.398112564987454,1,1,1,1,1,1,6183.77806260172,5817.10061871132,6645.80516954781,1,1,1
