time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,1.97801218787601,1.42135349864283,3.01949917222383,0.591434678365379,0.499515505988694,0.668809242097453,2.81707433726409,1.87693222624294,4.68525316416559,1033.88808133813,956.436868336194,1106.63702385689,5,5,5,1.57977780558513,0.256411244244794,3.10096338710026
