time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.67576931516201,0.543944653169208,0.84781867597154,0.864953623996468,0.812038537226715,0.918931636180625,1,1,1,1035.20708809695,978.449872967401,1093.90826341257,5,5,5,0.475262614910199,1e-08,1.53607891501211
