time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,0.546176538539889,0.475236205891125,0.676015756935335,1,1,1,0.429764018737794,0.313604684151211,0.547871491416529,1033.80968679277,961.887056935788,1100.22202391263,5,5,5,0.556180553823221,1e-08,1.6197066775109
