"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.513946541370539,0.450514336428727,0.619635384682509,1,1,1,0.480124595940943,0.346130797640261,0.616713049946485,1063.60120748015,962.563471550548,1150.7647529792,5,5,5
