time,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB,I0 mean,I0 LB,I0 UB,alpha mean,alpha LB,alpha UB
1,1.99152942684754,1.41181369258545,3.01029871449458,0.591434678365379,0.499263984080485,0.663476505480087,2.8265069486205,1.89432656802959,4.66267420395436,1033.88804470547,983.209712615243,1084.96714432704,5,5,5,1.4944297711494,0.382913073443366,2.82625204867942
