"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.265349407675181,0.201795794685438,0.793869402932936,1,1,1,2.33290985519644,0.0678648326433641,9.08500068147028,277583760.55809,145989.423719266,871960231.648773,1,1,1
