"time_step","q1.0","q2.5","q5.0","q10.0","q15.0","q20.0","q25.0","q30.0","q35.0","q40.0","q45.0","q50.0","q55.0","q60.0","q65.0","q70.0","q75.0","q80.0","q85.0","q90.0","q95.0","q97.5","q99.0"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,73.0100000000002
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,89.0300000000007
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,74
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,65.0100000000002
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,64.0700000000015
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,58.0600000000013
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,68.0100000000002
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0249999999996,60.0100000000002
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0249999999996,60.0100000000002
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0249999999996,82.0200000000004
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,81.0200000000004
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,65.0300000000007
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,89.0100000000002
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,96.0300000000007
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,126.040000000001
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,52,149.02
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26.0500000000002,73.0249999999996,175.060000000001
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,38,105,213
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12.1000000000004,55,127,274.050000000001
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,20,71,141.025,274.02
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,30,83,160.025,299.050000000001
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9.19999999999982,22,47.1000000000004,122.05,229.025,393.01
24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,16,32,70,152,244,427.02
25,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,15,26,46,85,178,287.025,452.01
26,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,15,26,43,68,113,212,331.025,574.040000000001
27,0,0,0,0,0,0,0,0,0,1,2,4,6,10,16,25,38,60,90,139.1,249,351.025,554.160000000003
28,0,0,0,0,0,0,0,1,2,3,5,9,14,20,29,41,59,83,118,180.1,316.05,461.074999999999,634.02
29,0,0,0,0,0,0,1,2,4,7,10.5500000000002,16,23,32,45,61,82,114,159,226,355.1,521.025,738.040000000001
30,0,0,0,0,0,1,3,6,9,13,18.5500000000002,25,35,45,60,78,106,139,187,256,400.150000000001,579.025,837.040000000001
31,0,0,0,0,2,4,7,11,16,23,31,42,55,69,87,111,140,178,236.15,327,495.150000000001,677,975.01
32,0,0,0,2,5,9,14,20,29,40,52,65,79,97.4000000000001,119,144.3,179,223.2,282,367.1,537,702.049999999999,998.100000000002
33,0,0,1,6,11,19,27,37,49,63,77,95,114,136,165,199,237,295,361,459.1,654.05,838.099999999999,1178.06
34,0,1,4,11,21,31,44,58,73,88.5999999999999,107,126,147,173,205,241,285.25,336,407,522,737,964.224999999997,1219.01
35,1,5,11,24,38,51,67.75,86,103,122,146,171,199,231,267.35,306,356,420,514,633,849.05,1120.075,1461.04
36,5,11,21,40,61,81.8,104,126,147,172,199,227,258,295,335,382,439,509,600,740,960.1,1213.15,1634.03
37,9,20,36,63,91,116.8,146,173,202,233,263,297,333,373,416,468,537.25,612,712.15,859,1138.15,1463.025,1888.05
38,19,38,61,102,135,169,197,227.7,259,297,335,374,419,466.4,517,577.3,646.25,729.2,830,978,1266.05,1539,1953.03
39,38,66,97,150,193,232,269,314.7,353,391.6,435,478,529,580.4,642,704,778.25,866,975,1140,1433.2,1780.025,2156.02
40,73.99,108.975,152,213,267,315,361,406,454,502,549,598,652,712,771,842.3,919,1018,1131,1302.1,1588,1908,2334
