"time","r_mean","r_LB","r_UB","p_mean","p_LB","p_UB","a_mean","a_LB","a_UB","K_mean","K_LB","K_UB","I0_mean","I0_LB","I0_UB"
1,0.209376599930844,0.199823354271966,0.247217490080275,1,1,1,1,1,1,314974838.118124,22318.741620535,945561249.281924,1,1,1
